upload_id,file_id,batch_id,batch_sequence,batch_total,tenant_id,tenant_name,tenant_type,client_id,ingestion_type,file_name,file_extension,file_size_bytes,mime_type,storage_path,checksum_sha256,processing_state,processing_service,uploaded_at,validated_at,processing_started_at,processing_completed_at,processing_duration_seconds,extracted_metadata,error_details,review_metadata,uploaded_by,source_ip,user_agent,is_reupload,original_upload_id,priority,tags,data_state
upload_93787da1bbba4b84,file_4bcc0fdf7a1e4c79,,,,TENANT_SME_002,Sydney Tech Solutions,sme,CLI_SME_002,nem12_interval_csv,NEM12_5101637048_202604.csv,.csv,19324369,text/csv,s3://carboniq-ingestion-tenant_sme_002/2026/05/15/file_4bcc0fdf7a1e4c79.csv,e34bf642b6406edf2a36e77f75a283b9fbc57dc546787efd635eae6f0392faca,normalizing,ingestion_service,2026-05-15T00:59:22,2026-05-15T00:59:23,2026-05-15T00:59:36,,,"{""nmi"": ""4301871265"", ""interval_start"": ""2024-04-24T20:05:13"", ""interval_end"": ""2024-06-03T20:05:13"", ""interval_minutes"": 30, ""total_intervals"": 1920, ""total_kwh"": 3369.67, ""meter_serial"": ""MS699252"", ""data_stream_suffix"": ""K1"", ""quality_flag"": ""A""}",,,user_727,158.198.230.121,"CarbonIQ-Mobile-App/1.2.3 (iOS; iPhone15,2)",False,,normal,"[""audit"", ""q3"", ""q4""]",NSW
upload_d19d306fd29f42d1,file_33c261f1d1274ce9,,,,TENANT_SME_007,Darwin Mining Services,sme,CLI_SME_007,lgc_certificate,LGC_certificate_CERT-258002.pdf,.pdf,962537,application/pdf,s3://carboniq-ingestion-tenant_sme_007/2025/05/06/file_33c261f1d1274ce9.pdf,21e68ab4d31fe10e77c9f579707a551529ae1ef3a4cc5f799f548fe052ab4f54,completed,ocr_service,2025-05-06T15:37:41,2025-05-06T15:37:42,2025-05-06T15:37:53,2025-05-06T15:38:10.187957,17.19,"{""certificate_number"": ""LGC-428512"", ""certificate_type"": ""LGC"", ""vintage_year"": 2025, ""megawatt_hours"": 520.31, ""generator_name"": ""Solar Park Beta"", ""generator_location"": ""WA"", ""registry"": ""CER"", ""surrender_date"": ""2024-11-26T21:39:27"", ""confidence_score"": 0.893}",,,user_446,17.185.161.228,"CarbonIQ-Mobile-App/1.2.3 (iOS; iPhone15,2)",False,,normal,"[""audit""]",WA
upload_3be48030c6d14a77,file_4d56ed01afa3448f,,,,TENANT_SME_010,Newcastle Industrial,sme,CLI_SME_010,nem12_interval_xml,NEM12_6101519670_202508.xml,.xml,26815548,application/xml,s3://carboniq-ingestion-tenant_sme_010/2025/12/31/file_4d56ed01afa3448f.xml,ad7dc11b3b11f0c3015873f924ad0202328fbb125f2a99846db8af4c115b9d1c,calculating,ingestion_service,2025-12-31T07:22:48,2025-12-31T07:22:56,2025-12-31T07:23:06,,,"{""nmi"": ""9801468988"", ""interval_start"": ""2024-02-05T17:46:48"", ""interval_end"": ""2024-05-10T17:46:48"", ""interval_minutes"": 5, ""total_intervals"": 27360, ""total_kwh"": 41417.65, ""meter_serial"": ""MS168114"", ""data_stream_suffix"": ""B1"", ""quality_flag"": ""A""}",,,user_854,61.44.38.4,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,False,,normal,"[""solar""]",NSW
upload_a421af1048ff40fa,file_a57ebc4bee204509,batch_1f9a9d6abdd4,16.0,18.0,TENANT_SME_009,Gold Coast Renewables,sme,CLI_SME_009,nem12_interval_csv,NEM12_6001593660_202502.csv,.csv,48808138,text/csv,s3://carboniq-ingestion-tenant_sme_009/2025/05/10/file_a57ebc4bee204509.csv,dd43976d7a51fb928737fa54999855b297053fbeeae745cbefc9eb9d39e5e625,completed,ingestion_service,2025-05-10T15:34:02,2025-05-10T15:34:09,2025-05-10T15:34:24,2025-05-10T15:34:42.570079,18.57,"{""nmi"": ""6901417401"", ""interval_start"": ""2025-05-07T00:18:28"", ""interval_end"": ""2025-12-18T00:18:28"", ""interval_minutes"": 30, ""total_intervals"": 10800, ""total_kwh"": 17512.95, ""meter_serial"": ""MS256640"", ""data_stream_suffix"": ""K1"", ""quality_flag"": ""A""}",,,user_197,112.88.77.94,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,False,,normal,"[""q2"", ""audit"", ""verification""]",WA
upload_639186a7bd294049,file_f07b94de52fc45c3,,,,TENANT_SME_006,Hobart Hospitality Co.,sme,CLI_SME_006,nem12_interval_csv,NEM12_4401477218_202404.txt,.txt,31802618,text/plain,s3://carboniq-ingestion-tenant_sme_006/2025/01/18/file_f07b94de52fc45c3.txt,2f1d855b8aa65d0499e0b21128f3cf56c788a62dd71e43a80d30332d85ca0c7a,awaiting_review,ingestion_service,2025-01-18T01:22:41,2025-01-18T01:22:51,2025-01-18T01:23:11,2025-01-18T01:23:31.670902,20.67,"{""nmi"": ""8601085523"", ""interval_start"": ""2024-01-17T22:54:14"", ""interval_end"": ""2024-07-17T22:54:14"", ""interval_minutes"": 15, ""total_intervals"": 17472, ""total_kwh"": 28283.98, ""meter_serial"": ""MS130221"", ""data_stream_suffix"": ""K1"", ""quality_flag"": ""A""}",,"{""review_reason"": ""Meter number format unrecognized"", ""confidence_score"": 0.597, ""flagged_fields"": [""retailer""], ""reviewer_id"": null, ""reviewed_at"": null, ""review_decision"": null, ""review_notes"": null}",user_210,161.195.80.227,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,False,,normal,"[""verification"", ""audit"", ""solar""]",NSW
upload_4eeeb80d10344ca3,file_24dcc3f5c11c4f52,batch_4ae56b0d4f3e,8.0,17.0,TENANT_SME_009,Gold Coast Renewables,sme,CLI_SME_009,electricity_bill_image,bill_scan_2024-03_304.png,.png,5446499,image/png,s3://carboniq-ingestion-tenant_sme_009/2024/02/25/file_24dcc3f5c11c4f52.png,00dd3f65f92784fd39ed9dfe46920336e160ce44eec3eba0e7013d984b7b21a0,awaiting_review,ocr_service,2024-02-25T22:23:08,2024-02-25T22:23:17,2024-02-25T22:23:29,2024-02-25T22:24:26.920248,57.92,"{""nmi"": ""5001872183"", ""billing_period_start"": ""2025-03-19T07:48:07"", ""billing_period_end"": ""2025-06-12T07:48:07"", ""total_kwh"": 1281.31, ""total_cost_aud"": 625.69, ""retailer"": ""Amber Electric"", ""state"": ""VIC"", ""tariff_type"": ""controlled_load"", ""meter_number"": ""M37459613"", ""confidence_score"": 0.713}",,"{""review_reason"": ""Low OCR confidence on total_kwh field"", ""confidence_score"": 0.524, ""flagged_fields"": [""billing_period""], ""reviewer_id"": null, ""reviewed_at"": null, ""review_decision"": null, ""review_notes"": null}",user_574,52.152.109.155,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,False,,high,"[""q4""]",VIC
upload_ecdddd1bf55145ef,file_791165d56ea848f8,,,,TENANT_SME_005,Adelaide AgriTech,sme,CLI_SME_005,nem12_interval_csv,NEM12_6601108698_202503.txt,.txt,48252605,text/plain,s3://carboniq-ingestion-tenant_sme_005/2026/01/14/file_791165d56ea848f8.txt,78ae5ef25abd9fcd6def88948fbac75d5e8d356c1a7de30c8121f36d81d0012c,awaiting_review,ingestion_service,2026-01-14T08:47:47,2026-01-14T08:47:51,2026-01-14T08:48:14,2026-01-14T08:48:50.283206,36.28,"{""nmi"": ""4301203853"", ""interval_start"": ""2025-07-30T18:02:01"", ""interval_end"": ""2026-06-07T18:02:01"", ""interval_minutes"": 30, ""total_intervals"": 14976, ""total_kwh"": 29903.44, ""meter_serial"": ""MS463633"", ""data_stream_suffix"": ""K1"", ""quality_flag"": ""A""}",,"{""review_reason"": ""Tariff type unclear from document"", ""confidence_score"": 0.521, ""flagged_fields"": [""total_kwh"", ""billing_period""], ""reviewer_id"": null, ""reviewed_at"": null, ""review_decision"": null, ""review_notes"": null}",user_188,209.253.208.184,"CarbonIQ-Mobile-App/1.2.3 (iOS; iPhone15,2)",False,,normal,"[""wind"", ""q3""]",WA
upload_06a73bf307cd48e6,file_ba6962b9ef664d2c,,,,TENANT_ADV_002,EcoConsult Australia,advisor,CLI_SME_006,electricity_bill_pdf,electricity_bill_2025-10_6857.pdf,.pdf,3530615,application/pdf,s3://carboniq-ingestion-tenant_adv_002/2024/01/17/file_ba6962b9ef664d2c.pdf,58b791a9a081249c8b41827d096af1736ba2643d97bcf122f907c6be58606b11,completed,ocr_service,2024-01-17T10:01:13,2024-01-17T10:01:21,2024-01-17T10:01:49,2024-01-17T10:02:53.386882,64.39,"{""nmi"": ""8801506639"", ""billing_period_start"": ""2026-01-31T16:01:27"", ""billing_period_end"": ""2026-03-03T16:01:27"", ""total_kwh"": 2841.21, ""total_cost_aud"": 560.82, ""retailer"": ""Sumo Power"", ""state"": ""SA"", ""tariff_type"": ""single_rate"", ""meter_number"": ""M73736212"", ""confidence_score"": 0.736}",,,user_488,24.42.125.48,"CarbonIQ-Mobile-App/1.2.3 (iOS; iPhone15,2)",False,,critical,[],SA
upload_868718a6617c4f93,file_f4361a129b234b2d,,,,TENANT_SME_008,Canberra GovTech,sme,CLI_SME_008,electricity_bill_image,bill_scan_2026-02_349.tiff,.tiff,7844502,image/tiff,s3://carboniq-ingestion-tenant_sme_008/2024/08/01/file_f4361a129b234b2d.tiff,228d18f93cd53406dc0ae69db29ceac294c6011e2a567ce4854f86dbbe9a9717,parsing,ocr_service,2024-08-01T15:23:18,2024-08-01T15:23:22,2024-08-01T15:23:29,,,"{""nmi"": ""4801733505"", ""billing_period_start"": ""2025-02-17T01:00:18"", ""billing_period_end"": ""2025-05-23T01:00:18"", ""total_kwh"": 5586.43, ""total_cost_aud"": 1794.11, ""retailer"": ""Powershop"", ""state"": ""NSW"", ""tariff_type"": ""time_of_use"", ""meter_number"": ""M35322457"", ""confidence_score"": 0.876}",,,user_497,123.245.109.50,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,False,,high,[],NSW
upload_6991400e133f4782,file_1d77bfccb9a3426b,batch_4c798f4a50ae,4.0,10.0,TENANT_SME_003,Melbourne Retail Group,sme,CLI_SME_003,nem12_interval_csv,NEM12_5601698529_202505.csv,.csv,16076854,text/csv,s3://carboniq-ingestion-tenant_sme_003/2026/05/29/file_1d77bfccb9a3426b.csv,1c47e8d864fa716521cf011821b60a01fb4339ce5309c2f680299fc13639ee40,awaiting_review,ingestion_service,2026-05-29T06:33:57,2026-05-29T06:34:01,2026-05-29T06:34:23,2026-05-29T06:34:51.871397,28.87,"{""nmi"": ""8501537517"", ""interval_start"": ""2025-03-28T18:27:28"", ""interval_end"": ""2026-03-19T18:27:28"", ""interval_minutes"": 5, ""total_intervals"": 102528, ""total_kwh"": 79693.19, ""meter_serial"": ""MS315727"", ""data_stream_suffix"": ""Q1"", ""quality_flag"": ""A""}",,"{""review_reason"": ""Meter number format unrecognized"", ""confidence_score"": 0.521, ""flagged_fields"": [""retailer"", ""total_kwh""], ""reviewer_id"": null, ""reviewed_at"": null, ""review_decision"": null, ""review_notes"": null}",user_720,239.235.174.74,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,False,,critical,[],QLD
upload_7833497342e24801,file_281b6bd5323d4b31,,,,TENANT_SME_008,Canberra GovTech,sme,CLI_SME_008,electricity_bill_image,bill_scan_2025-11_318.tiff,.tiff,2447673,image/tiff,s3://carboniq-ingestion-tenant_sme_008/2024/06/04/file_281b6bd5323d4b31.tiff,7be1435f72da9cdf5c1e1b01e74d4e348310acff28fe3c3b11d217cb2e30dc80,completed,ocr_service,2024-06-04T21:56:18,2024-06-04T21:56:24,2024-06-04T21:56:35,2024-06-04T21:57:46.781744,71.78,"{""nmi"": ""7201686376"", ""billing_period_start"": ""2025-08-09T16:20:40"", ""billing_period_end"": ""2025-09-27T16:20:40"", ""total_kwh"": 2742.13, ""total_cost_aud"": 726.59, ""retailer"": ""United Energy"", ""state"": ""NSW"", ""tariff_type"": ""demand"", ""meter_number"": ""M40990266"", ""confidence_score"": 0.779}",,,user_563,225.240.12.124,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,True,upload_72055df907bd4692,normal,"[""q2"", ""fy2024""]",NSW
upload_39b44aa82a264adf,file_d3a1c71302fa4d69,,,,TENANT_SME_006,Hobart Hospitality Co.,sme,CLI_SME_006,ppa_contract_docx,PPA_contract_2024_271.pdf,.pdf,505542,application/pdf,s3://carboniq-ingestion-tenant_sme_006/2025/12/29/file_d3a1c71302fa4d69.pdf,95496655306a2dcba43037777e760fee4076a69587ed753e2f2b403806c79408,normalizing,ocr_service,2025-12-29T16:04:52,2025-12-29T16:04:59,2025-12-29T16:05:04,,,"{""contract_reference"": ""PPA-9027"", ""seller_name"": ""SolarGen Australia"", ""contract_start"": ""2024-12-23T21:25:32"", ""contract_end"": ""2031-11-28T21:25:32"", ""annual_volume_mwh"": 3882.54, ""price_per_mwh"": 34.4, ""renewable_source"": ""biomass"", ""contract_type"": ""sleeved"", ""confidence_score"": 0.936}",,,user_615,91.207.128.208,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,False,,low,[],NSW
upload_026fb35cbf734fa6,file_419183ba68cb49f4,,,,TENANT_ADV_002,EcoConsult Australia,advisor,CLI_SME_007,rec_certificate,REC_certificate_CERT-900734.png,.png,1177876,image/png,s3://carboniq-ingestion-tenant_adv_002/2024/02/26/file_419183ba68cb49f4.png,f20bc3e2a1ac5b57f98eba52ab849e307587b6f4d123ce3eeb8669439face066,completed,ocr_service,2024-02-26T03:59:25,2024-02-26T03:59:29,2024-02-26T03:59:32,2024-02-26T03:59:57.325457,25.33,"{""certificate_number"": ""REC-389155"", ""certificate_type"": ""REC"", ""vintage_year"": 2026, ""megawatt_hours"": 899.65, ""generator_name"": ""Solar Park Beta"", ""generator_location"": ""QLD"", ""registry"": ""CER"", ""surrender_date"": null, ""confidence_score"": 0.892}",,,user_298,245.68.99.214,CarbonIQ-Mobile-App/1.2.3 (Android; SM-S918B),False,,normal,"[""baseline"", ""fy2024""]",QLD
upload_0dda49ea534a4fa2,file_997065e424d94ddd,,,,TENANT_SME_004,Brisbane Logistics Pty Ltd,sme,CLI_SME_004,nem12_interval_csv,NEM12_6101912849_202411.csv,.csv,27210410,text/csv,s3://carboniq-ingestion-tenant_sme_004/2025/10/30/file_997065e424d94ddd.csv,44d1927d2c873465277f4ad6ecda37b00e2f2b455376eaab4bea5650dc6d7fcd,completed,ingestion_service,2025-10-30T03:30:00,2025-10-30T03:30:02,2025-10-30T03:30:32,2025-10-30T03:31:05.001023,33.0,"{""nmi"": ""9101610402"", ""interval_start"": ""2025-07-23T18:03:51"", ""interval_end"": ""2026-02-20T18:03:51"", ""interval_minutes"": 30, ""total_intervals"": 10176, ""total_kwh"": 13949.27, ""meter_serial"": ""MS424814"", ""data_stream_suffix"": ""Q1"", ""quality_flag"": ""A""}",,,user_908,150.42.20.0,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,False,,critical,[],ACT
upload_7a6500250b1446e8,file_dc33688a5f7948cc,,,,TENANT_SME_005,Adelaide AgriTech,sme,CLI_SME_005,electricity_bill_pdf,electricity_bill_2025-10_6157.pdf,.pdf,4902723,application/pdf,s3://carboniq-ingestion-tenant_sme_005/2024/10/12/file_dc33688a5f7948cc.pdf,09f1d67e9ed34edda96033d3001c8ef0dbccca7988cde6b2a065371eb24426b5,uploaded,ocr_service,2024-10-12T18:35:46,,,,,"{""nmi"": ""8901033631"", ""billing_period_start"": ""2026-02-17T09:30:02"", ""billing_period_end"": ""2026-04-11T09:30:02"", ""total_kwh"": 1182.09, ""total_cost_aud"": 506.48, ""retailer"": ""Nectr"", ""state"": ""VIC"", ""tariff_type"": ""demand"", ""meter_number"": ""M81252044"", ""confidence_score"": 0.783}",,,user_836,136.100.222.20,"CarbonIQ-Mobile-App/1.2.3 (iOS; iPhone15,2)",False,,critical,"[""fy2024"", ""verification"", ""q1""]",VIC
upload_e38d03d7465e4b5f,file_ee4c8a00b7aa4600,,,,TENANT_SME_010,Newcastle Industrial,sme,CLI_SME_010,fuel_invoice_pdf,fuel_invoice_2026-04.png,.png,2401333,image/png,s3://carboniq-ingestion-tenant_sme_010/2024/04/16/file_ee4c8a00b7aa4600.png,f258b3fc556c18c33acb1f3ae7c6a30705fea6dfd1d98127fb590d54d4d04f24,ocr_extracting,ocr_service,2024-04-16T13:12:43,2024-04-16T13:12:52,2024-04-16T13:13:07,,,"{""fuel_type"": ""natural_gas"", ""volume_litres"": 3806.13, ""supplier"": ""Shell"", ""delivery_date"": ""2025-07-07T10:18:01"", ""site_location"": ""VIC"", ""confidence_score"": 0.876}",,,user_356,91.90.198.96,CarbonIQ-Mobile-App/1.2.3 (Android; SM-S918B),False,,normal,[],VIC
upload_8b61b0bd711b4373,file_e08df22ac49a42aa,,,,TENANT_SME_004,Brisbane Logistics Pty Ltd,sme,CLI_SME_004,manual_entry_csv,manual_energy_data_20250612.xlsx,.xlsx,55005,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,s3://carboniq-ingestion-tenant_sme_004/2024/04/25/file_e08df22ac49a42aa.xlsx,401f917758498c12a9da03b2fd8f084cc3803a38569e43d16a7f63422a1a20fb,failed_processing,ingestion_service,2024-04-25T13:43:49,2024-04-25T13:43:51,2024-04-25T13:43:55,2024-04-25T13:44:00,5.0,"{""data_source"": ""manual_upload"", ""period_start"": ""2025-05-09T11:31:16"", ""period_end"": ""2025-08-08T11:31:16"", ""total_kwh"": 4193.2, ""energy_type"": ""electricity"", ""site_count"": 10, ""submitted_by"": ""user_317""}","{""error_code"": ""INTERNAL_ERROR"", ""error_message"": ""Unexpected exception in processing pipeline"", ""retry_count"": 0, ""max_retries"": 3, ""retryable"": true, ""failed_at_stage"": ""enrichment""}",,user_513,194.40.152.152,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,True,upload_a3b74ee5ca524db6,high,"[""fy2025"", ""wind"", ""q1""]",SA
upload_22a6cf60cb6c4e08,file_881c43c954c44a1e,batch_f706cb32590b,10.0,12.0,TENANT_SME_009,Gold Coast Renewables,sme,CLI_SME_009,electricity_bill_pdf,electricity_bill_2024-07_4573.pdf,.pdf,2469861,application/pdf,s3://carboniq-ingestion-tenant_sme_009/2024/06/23/file_881c43c954c44a1e.pdf,7c17433ddf4772ca6f8a24541d8461f1e43fed9eeaf0f5b890314c4c9aaf9569,completed,ocr_service,2024-06-23T22:32:15,2024-06-23T22:32:24,2024-06-23T22:32:46,2024-06-23T22:33:17.211855,31.21,"{""nmi"": ""8201262388"", ""billing_period_start"": ""2025-01-12T03:03:57"", ""billing_period_end"": ""2025-04-12T03:03:57"", ""total_kwh"": 1302.79, ""total_cost_aud"": 493.57, ""retailer"": ""Red Energy"", ""state"": ""NSW"", ""tariff_type"": ""time_of_use"", ""meter_number"": ""M18241585"", ""confidence_score"": 0.916}",,,user_523,214.30.234.148,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,False,,normal,[],NSW
upload_e141ab24817a4031,file_3c2bfbd3c17347b5,,,,TENANT_SME_001,Perth Manufacturing Co.,sme,CLI_SME_001,electricity_bill_image,bill_scan_2025-07_582.jpeg,.jpeg,6866337,image/jpeg,s3://carboniq-ingestion-tenant_sme_001/2025/01/09/file_3c2bfbd3c17347b5.jpeg,18390bec82bf9a3d302d340790bb5ccd6bd26202d612166b2bbe8e9f957d9a37,completed,ocr_service,2025-01-09T15:21:44,2025-01-09T15:21:53,2025-01-09T15:22:08,2025-01-09T15:22:46.786400,38.79,"{""nmi"": ""5401720294"", ""billing_period_start"": ""2025-03-11T14:28:32"", ""billing_period_end"": ""2025-06-04T14:28:32"", ""total_kwh"": 2485.2, ""total_cost_aud"": 873.78, ""retailer"": ""United Energy"", ""state"": ""QLD"", ""tariff_type"": ""single_rate"", ""meter_number"": ""M22550720"", ""confidence_score"": 0.924}",,,user_654,203.123.22.243,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,False,,normal,"[""baseline"", ""q2"", ""q1""]",QLD
upload_7de57a6e9e404466,file_579de91eca9446b3,,,,TENANT_ADV_003,CarbonWise Partners,advisor,CLI_SME_012,electricity_bill_image,bill_scan_2024-11_851.jpeg,.jpeg,7196643,image/jpeg,s3://carboniq-ingestion-tenant_adv_003/2024/02/01/file_579de91eca9446b3.jpeg,6a1c7af5000a0c05cc913f1c85cb9bf5ac844282a848c2d49060609043555886,awaiting_review,ocr_service,2024-02-01T02:41:18,2024-02-01T02:41:25,2024-02-01T02:41:55,2024-02-01T02:43:28.020219,93.02,"{""nmi"": ""8501715521"", ""billing_period_start"": ""2024-03-19T20:24:06"", ""billing_period_end"": ""2024-06-20T20:24:06"", ""total_kwh"": 3682.18, ""total_cost_aud"": 908.68, ""retailer"": ""Western Power"", ""state"": ""QLD"", ""tariff_type"": ""demand"", ""meter_number"": ""M80474490"", ""confidence_score"": 0.833}",,"{""review_reason"": ""Total cost does not match sum of line items"", ""confidence_score"": 0.5, ""flagged_fields"": [""billing_period"", ""tariff_type"", ""nmi""], ""reviewer_id"": null, ""reviewed_at"": null, ""review_decision"": null, ""review_notes"": null}",user_815,110.251.105.71,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,False,,normal,[],QLD
upload_76ffefda719442ca,file_2d54ef0ac77c4544,,,,TENANT_SME_007,Darwin Mining Services,sme,CLI_SME_007,electricity_bill_pdf,electricity_bill_2024-08_5414.pdf,.pdf,4442304,application/pdf,s3://carboniq-ingestion-tenant_sme_007/2024/12/19/file_2d54ef0ac77c4544.pdf,b3a63a26ab8aa440ec2bd61f4706fa2f54d2cb5823dba74cd8f8e0313b8d4b29,cancelled,ocr_service,2024-12-19T22:40:04,2024-12-19T22:40:14,2024-12-19T22:40:32,2024-12-19T22:41:02,30.0,"{""nmi"": ""9001977985"", ""billing_period_start"": ""2024-07-14T08:55:18"", ""billing_period_end"": ""2024-08-19T08:55:18"", ""total_kwh"": 4532.71, ""total_cost_aud"": 2021.65, ""retailer"": ""AusNet Services"", ""state"": ""QLD"", ""tariff_type"": ""controlled_load"", ""meter_number"": ""M43932270"", ""confidence_score"": 0.934}",,,user_660,32.2.133.132,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,False,,high,"[""q2""]",QLD
upload_8448f0cf2b334d22,file_a5558e6c31554668,,,,TENANT_SME_009,Gold Coast Renewables,sme,CLI_SME_009,electricity_bill_pdf,electricity_bill_2024-02_5746.pdf,.pdf,632541,application/pdf,s3://carboniq-ingestion-tenant_sme_009/2025/03/28/file_a5558e6c31554668.pdf,02df01c129e367b44f1b60935c204118c48367d9c62bf9817561ebd486bdac57,awaiting_review,ocr_service,2025-03-28T15:17:38,2025-03-28T15:17:40,2025-03-28T15:18:03,2025-03-28T15:18:56.888123,53.89,"{""nmi"": ""7301481092"", ""billing_period_start"": ""2024-05-22T00:20:08"", ""billing_period_end"": ""2024-07-14T00:20:08"", ""total_kwh"": 1693.97, ""total_cost_aud"": 502.05, ""retailer"": ""Horizon Power"", ""state"": ""QLD"", ""tariff_type"": ""controlled_load"", ""meter_number"": ""M14665068"", ""confidence_score"": 0.896}",,"{""review_reason"": ""Ambiguous billing period dates"", ""confidence_score"": 0.624, ""flagged_fields"": [""tariff_type"", ""retailer"", ""billing_period""], ""reviewer_id"": null, ""reviewed_at"": null, ""review_decision"": null, ""review_notes"": null}",user_978,254.199.48.236,CarbonIQ-Mobile-App/1.2.3 (Android; SM-S918B),False,,high,[],QLD
upload_319ca7e5d225417e,file_1cad0ace8d8d4b76,,,,TENANT_SME_004,Brisbane Logistics Pty Ltd,sme,CLI_SME_004,nem12_interval_csv,NEM12_7301611700_202410.csv,.csv,3726989,text/csv,s3://carboniq-ingestion-tenant_sme_004/2026/03/19/file_1cad0ace8d8d4b76.csv,3deb863a9115b0d8f9149eb74c699f69cdadacbacd182c9a9294ce9cdfe1dc3c,completed,ingestion_service,2026-03-19T04:34:13,2026-03-19T04:34:18,2026-03-19T04:34:47,2026-03-19T04:35:24.706935,37.71,"{""nmi"": ""4301851548"", ""interval_start"": ""2025-10-21T09:31:16"", ""interval_end"": ""2026-09-03T09:31:16"", ""interval_minutes"": 30, ""total_intervals"": 15216, ""total_kwh"": 19024.65, ""meter_serial"": ""MS249522"", ""data_stream_suffix"": ""B1"", ""quality_flag"": ""V""}",,,user_347,213.135.148.20,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,False,,high,"[""baseline"", ""q1"", ""verification""]",VIC
upload_3e72188c4e6b4758,file_c636d7d2bc2042a0,batch_a569ff8a695e,5.0,14.0,TENANT_SME_010,Newcastle Industrial,sme,CLI_SME_010,manual_entry_csv,manual_energy_data_20240326.xlsx,.xlsx,54453,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,s3://carboniq-ingestion-tenant_sme_010/2024/02/05/file_c636d7d2bc2042a0.xlsx,95a64c6661d076aa2389fc43483c48a00f730d66e10dc81ad5fd0189449d57cd,cancelled,ingestion_service,2024-02-05T16:02:08,2024-02-05T16:02:12,2024-02-05T16:02:23,2024-02-05T16:02:29,6.0,"{""data_source"": ""manual_upload"", ""period_start"": ""2025-07-16T00:56:44"", ""period_end"": ""2026-07-11T00:56:44"", ""total_kwh"": 5278.59, ""energy_type"": ""electricity"", ""site_count"": 9, ""submitted_by"": ""user_875""}",,,user_779,5.145.1.176,"CarbonIQ-Mobile-App/1.2.3 (iOS; iPhone15,2)",False,,normal,"[""q2""]",QLD
upload_89b6ca4828d54233,file_58ee94e7cb364bfc,,,,TENANT_SME_006,Hobart Hospitality Co.,sme,CLI_SME_006,electricity_bill_pdf,electricity_bill_2025-09_3353.pdf,.pdf,571940,application/pdf,s3://carboniq-ingestion-tenant_sme_006/2025/07/26/file_58ee94e7cb364bfc.pdf,e73fea12636df578f637e849b290d40d6407ad68eeb78e1daee9d138f28b7b93,awaiting_review,ocr_service,2025-07-26T05:29:44,2025-07-26T05:29:54,2025-07-26T05:29:59,2025-07-26T05:31:20.697789,81.7,"{""nmi"": ""7501774643"", ""billing_period_start"": ""2024-03-15T02:12:09"", ""billing_period_end"": ""2024-05-02T02:12:09"", ""total_kwh"": 803.04, ""total_cost_aud"": 171.01, ""retailer"": ""Western Power"", ""state"": ""VIC"", ""tariff_type"": ""demand"", ""meter_number"": ""M13051449"", ""confidence_score"": 0.785}",,"{""review_reason"": ""Total cost does not match sum of line items"", ""confidence_score"": 0.463, ""flagged_fields"": [""billing_period""], ""reviewer_id"": null, ""reviewed_at"": null, ""review_decision"": null, ""review_notes"": null}",user_421,52.232.118.45,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,False,,normal,"[""fy2025"", ""q3"", ""q4""]",VIC
